54,http://www.flickr.com,v4.41.0
69,http://www.cnn.com,v5.11.0-pre
76,http://www.theguardian.com,v4.38.0
123,http://www.wsj.com,v4.29.0
126,http://www.bloomberg.com,v3.21.0
136,http://www.businessinsider.com,v4.43.0
141,http://www.imgur.com,
158,http://www.researchgate.net,v4.2.0
159,http://www.cnet.com,v4.26.0
165,http://www.dailymail.co.uk,v4.39.0
168,http://www.cnbc.com,
177,http://www.fandom.com,
190,http://www.telegraph.co.uk,v4.33.0-pre
194,http://www.freepik.com,v4.42.1
204,http://www.tribunnews.com,v4.32.0
212,http://www.espn.com,v4.35.0
227,http://www.wired.com,v5.10.0
228,http://www.huffingtonpost.com,v5.8.0
233,http://www.indiatimes.com,v4.40.0
247,http://www.foxnews.com,v4.35.0
250,http://www.independent.co.uk,v4.34.0
259,http://www.tripadvisor.com,
260,http://www.latimes.com,v4.43.0
268,http://www.healthline.com,
269,http://www.kompas.com,v4.33.0
273,http://www.aol.com,
284,http://www.wetransfer.com,v4.42.1
298,http://www.theverge.com,v4.43.0
301,http://www.theatlantic.com,v5.7.0
303,http://www.w3schools.com,v4.39.0
309,http://www.ettoday.net,v4.43.4
311,http://www.nationalgeographic.com,
316,http://www.cbsnews.com,v5.5.0
323,http://www.weather.com,v4.43.0
325,http://www.investopedia.com,v4.29.0
327,http://www.nbcnews.com,
339,http://www.usnews.com,v5.3.0
341,http://www.speedtest.net,v4.13.0
344,http://www.digg.com,v4.43.0
349,http://www.huffpost.com,v5.8.0
350,http://www.marketwatch.com,v4.29.0
351,http://www.buzzfeed.com,v4.13.0
397,http://www.globo.com,v4.43.0
405,http://www.uol.com.br,v4.41.0
417,http://www.mashable.com,v5.10.0
418,http://www.nypost.com,v5.9.0
428,http://www.britannica.com,
433,http://www.vice.com,
452,http://www.cbc.ca,
454,http://www.vox.com,v4.43.0
468,http://www.grid.id,v4.17.0
480,http://www.zdnet.com,v4.26.0
496,http://www.dw.com,v3.19.0
498,http://www.apnews.com,v4.17.0
501,http://www.newyorker.com,v5.10.0
507,http://www.fastcompany.com,v5.6.0
513,http://www.inc.com,v5.6.0
517,http://www.gizmodo.com,v4.39.0
524,http://www.merriam-webster.com,
525,http://www.guardian.co.uk,v4.38.0
554,http://www.bmj.com,v4.38.0
560,http://www.metropoles.com,v4.43.0
562,http://www.medicalnewstoday.com,
569,http://www.accuweather.com,v4.41.0
574,http://www.tapad.com,v4.38.0
586,http://www.newsweek.com,
587,http://www.realtor.com,v4.39.0
591,http://www.sfgate.com,v5.8.0
593,http://www.slate.com,v5.2.0
597,http://www.chicagotribune.com,
598,http://www.pcmag.com,v5.10.0
608,http://www.elpais.com,
611,http://www.mlb.com,v4.43.0
627,http://www.wikia.com,
642,http://www.arstechnica.com,v5.10.0
652,http://www.mirror.co.uk,
659,http://www.chron.com,v5.8.0
663,http://www.timeanddate.com,v4.36.0
664,http://www.howstuffworks.com,v4.23.0
668,http://www.thesun.co.uk,v$prebid.version$
677,http://www.sahibinden.com,v4.43.0
678,http://www.politico.com,v4.43.0
708,http://www.orange.fr,
709,http://www.livescience.com,
710,http://www.ign.com,
717,http://www.nydailynews.com,
728,http://www.news.com.au,v4.35.0
750,http://www.over-blog.com,v4.33.0
756,http://www.breitbart.com,v4.11.0
764,http://www.ria.ru,v0.20.0-pre
769,http://www.lifehacker.com,v4.39.0
775,http://www.netscape.com,
783,http://www.techradar.com,
811,http://www.reverso.net,v4.38.0
813,http://www.thehill.com,v4.37.0
815,http://www.thedailybeast.com,
816,http://www.thetimes.co.uk,v$prebid.version$
827,http://www.marca.com,v4.28.0
830,http://www.softonic.com,v4.38.0
839,http://www.scmp.com,v4.15.0
848,http://www.express.co.uk,
858,http://www.genius.com,v4.2.0
866,http://www.hatena.ne.jp,v4.36.0
873,http://www.people.com,v5.12.0
877,http://www.rottentomatoes.com,
893,http://www.theglobeandmail.com,v3.22.0
894,http://www.today.com,
903,http://www.urbandictionary.com,
911,http://www.newscientist.com,v5.7.0
931,http://www.gamespot.com,v5.5.0
932,http://www.gismeteo.ru,v0.20.0-pre
933,http://www.mapquest.com,v4.1.1
942,http://www.as.com,
943,http://www.nba.com,v5.11.0-pre
946,http://www.nymag.com,v4.43.0
948,http://www.wunderground.com,v4.43.0
957,http://www.goo.ne.jp,v4.43.2
965,http://www.metro.co.uk,v4.36.0
966,http://www.vnexpress.net,v4.29.0
986,http://www.biblegateway.com,v3.25.0
1018,http://www.wp.pl,v4.37.0
1034,http://www.ebay-kleinanzeigen.de,v4.5.0
1048,http://www.cbssports.com,v5.5.0
1061,http://www.iheart.com,v4.43.0
1062,http://www.thenextweb.com,v5.1.0
1070,http://www.eatthis.com,v5.12.0
1075,http://www.adweek.com,v4.43.3
1106,http://www.asahi.com,v4.43.0
1114,http://www.udn.com,v4.35.0
1117,http://www.last.fm,v4.26.0
1121,http://www.ladbible.com,v4.43.0
1128,http://www.thoughtco.com,v4.29.0
1136,http://www.nasdaq.com,v4.43.0
1140,http://www.kakaku.com,v4.43.0
1149,http://www.wattpad.com,
1151,http://www.discogs.com,v5.8.0
1161,http://www.observer.com,v4.43.3
1164,http://www.500px.com,v4.43.0
1171,http://www.heavy.com,v4.43.2
1173,http://www.vanityfair.com,v5.10.0
1181,http://www.businessweek.com,v3.21.0
1191,http://www.discovery.com,v5.1.0
1209,http://www.ensonhaber.com,
1218,http://www.espncricinfo.com,v4.30.0
1223,http://www.foxbusiness.com,v4.35.0
1240,http://www.gsmarena.com,v4.42.1
1242,http://www.pcworld.com,
1246,http://www.insider.com,v4.43.0
1252,http://www.thestar.com,
1254,http://www.rbc.ru,v4.19.0
1260,http://www.tmz.com,v4.10.0
1261,http://www.theepochtimes.com,v4.29.0
1271,http://www.allrecipes.com,v5.12.0
1299,http://www.standard.co.uk,v4.34.0
1301,http://www.thehindu.com,
1309,http://www.libero.it,v4.27.0
1321,http://www.computerworld.com,
1324,http://www.elmundo.es,v4.28.0
1338,http://www.foodnetwork.com,v5.1.0
1349,http://www.hubpages.com,v4.43.4
1357,http://www.hurriyet.com.tr,v5.12.0
1361,http://www.globalnews.ca,
1385,http://www.bleacherreport.com,v2.43.0
1389,http://www.ctvnews.ca,
1419,http://www.tiny.cc,
1420,http://www.lifewire.com,v4.29.0
1422,http://www.ultimate-guitar.com,v4.29.0
1426,http://www.ew.com,v5.12.0
1433,http://www.msnbc.com,
1451,http://www.techrepublic.com,
1453,http://www.washingtontimes.com,v2.44.1
1457,http://www.goodhousekeeping.com,v4.42.1
1473,http://www.vogue.com,v5.10.0
1478,http://www.boredpanda.com,
1479,http://www.miamiherald.com,
1481,http://www.ibtimes.com,v5.7.0
1483,http://www.ehow.com,
1493,http://www.stuff.co.nz,v5.8.0
1501,http://www.timeout.com,v4.43.2
1505,http://www.nbcsports.com,
1507,http://www.cosmopolitan.com,v4.42.1
1518,http://www.slickdeals.net,v3.22.0
1523,http://www.mtv.com,v3.4.0
1541,http://www.heise.de,v4.40.0
1546,http://www.space.com,
1552,http://www.nj.com,v4.43.0
1553,http://www.esquire.com,v4.42.1
1554,http://www.thingiverse.com,v4.43.0
1569,http://www.elle.com,v4.42.1
1580,http://www.prothomalo.com,
1582,http://www.eonline.com,
1588,http://www.buzzfeednews.com,v4.13.0
1609,http://www.bustle.com,5.12.0
1611,http://www.goal.com,v5.8.0
1633,http://www.eater.com,v4.43.0
1635,http://www.usmagazine.com,v4.43.0
1643,http://www.atlasobscura.com,v4.4.0
1644,http://www.myanimelist.net,v4.43.4
1649,http://www.straitstimes.com,v4.18.0
1651,http://www.hh.ru,
1654,http://www.examiner.com,v2.32.0
1658,http://www.popularmechanics.com,v4.42.1
1659,http://www.trulia.com,v4.43.0
1679,http://www.knowyourmeme.com,
1686,http://www.foreignpolicy.com,v5.8.0
1687,http://www.popsci.com,v3.23.0
1692,http://www.dallasnews.com,v2.31.0
1711,http://www.lavanguardia.com,v4.29.0
1715,http://www.treehugger.com,v4.29.0
1722,http://www.milliyet.com.tr,v5.12.0
1738,http://www.nzherald.co.nz,v4.43.4
1739,http://www.interia.pl,v4.43.1
1741,http://www.azcentral.com,v4.42.1
1743,http://www.polygon.com,v4.43.0
1750,http://www.corriere.it,
1751,http://www.popsugar.com,v3.14.0
1752,http://www.axs.com,v2.32.0
1760,http://www.sbnation.com,v4.43.0
1761,http://www.macrumors.com,v4.43.2
1773,http://www.si.com,v4.43.4
1789,http://www.timesofisrael.com,v4.35.0
1813,http://www.abc.es,v4.28.0
1818,http://www.olx.pl,v4.26.0
1819,http://www.huffingtonpost.co.uk,v5.8.0
1829,http://www.refinery29.com,
1831,http://www.barrons.com,v4.39.0
1864,http://www.oregonlive.com,v4.43.0
1865,http://www.mentalfloss.com,v4.43.3
1873,http://www.baltimoresun.com,
1874,http://www.nifty.com,v4.40.0
1885,http://www.gq.com,v5.10.0
1894,http://www.tomshardware.com,
1901,http://www.nationalpost.com,
1908,http://www.thegatewaypundit.com,v4.12.0
1917,http://www.searchenginejournal.com,v4.42.1
1922,http://www.kotaku.com,v4.39.0
1937,http://www.nhl.com,v1.27.0
1949,http://www.lifehack.org,
1959,http://www.suntimes.com,v4.43.0
1962,http://www.zerohedge.com,v5.9.0
1979,http://www.freep.com,v4.42.1
1981,http://www.motherjones.com,v4.4.0
1986,http://www.thespruce.com,v4.29.0
1990,http://www.drudgereport.com,v4.43.0
1997,http://www.kohls.com,
2005,http://www.tripadvisor.co.uk,
2009,http://www.kommersant.ru,v5.12.0-pre
2015,http://www.lanacion.com.ar,
2020,http://www.nownews.com,v4.39.0
2025,http://www.myfitnesspal.com,v3.19.0-pre
2031,http://www.verywellmind.com,v4.29.0
2037,http://www.dailycaller.com,v4.2.0
2043,http://www.sapo.pt,v5.1.0
2045,http://www.thestreet.com,v4.43.4
2051,http://www.travelandleisure.com,v5.12.0
2057,http://www.ajc.com,v3.23.0
2060,http://www.wowhead.com,v4.16.0
2076,http://www.sportbible.com,v4.43.0
2088,http://www.retailmenot.com,v5.10.0
2091,http://www.tomsguide.com,
2092,http://www.olx.ua,v4.3.0
2096,http://www.vulture.com,v4.43.0
2098,http://www.focus.de,v4.43.4
2101,http://www.timesonline.co.uk,v$prebid.version$
2113,http://www.sozcu.com.tr,v4.23.0
2125,http://www.propublica.org,v4.43.3
2133,http://www.everydayhealth.com,v4.43.0
2140,http://www.pcgamer.com,
2141,http://www.thebalancecareers.com,v4.29.0
2158,http://www.biography.com,v4.43.4
2176,http://www.channelnewsasia.com,v4.13.0
2183,http://www.harpersbazaar.com,v4.42.1
2207,http://www.poki.com,
2228,http://www.brilio.net,v4.33.0
2229,http://www.cio.com,
2234,http://www.bestlifeonline.com,v5.12.0
2246,http://www.post-gazette.com,v4.26.0
2258,http://www.sfchronicle.com,v5.8.0
2259,http://www.ksl.com,v4.16.0
2266,http://www.menshealth.com,v4.42.1
2267,http://www.mundodeportivo.com,v4.29.0
2271,http://www.sandiegouniontribune.com,v4.43.0
2289,http://www.self.com,v5.10.0
2291,http://www.cleveland.com,v4.43.0
2294,http://www.theaustralian.com.au,v4.35.0
2326,http://www.rd.com,v4.43.0
2328,http://www.westernjournal.com,v4.12.0
2330,http://www.cars.com,v4.16.0
2332,http://www.verywellhealth.com,v4.29.0
2334,http://www.politico.eu,v5.4.0
2338,http://www.mynet.com,v4.43.4
2356,http://www.autotrader.com,
2359,http://www.weheartit.com,
2362,http://www.nationalreview.com,v4.35.0
2363,http://www.mlive.com,v4.43.0
2366,http://www.thenation.com,v4.5.0
2379,http://www.tampabay.com,
2387,http://www.pitchfork.com,v5.10.0
2402,http://www.theonion.com,v4.39.0
2434,http://www.sacbee.com,
2435,http://www.marthastewart.com,v5.12.0
2436,http://www.health.com,v5.12.0
2441,http://www.leparisien.fr,v4.15.0
2442,http://www.independent.ie,v4.37.0
2450,http://www.cc.com,v3.4.0
2468,http://www.curbed.com,v4.43.0
2484,http://www.drugs.com,v4.43.0
2485,http://www.gulfnews.com,v4.26.0
2486,http://www.newsday.com,v4.43.4
2489,http://www.newatlas.com,v4.11.0
2490,http://www.mainichi.jp,v4.40.0
2495,http://www.psychcentral.com,
2501,http://www.thebalancesmb.com,v4.29.0
2503,http://www.yomiuri.co.jp,v4.40.0
2504,http://www.thestar.com.my,v3.24.0
2509,http://www.metacritic.com,v5.5.0
2512,http://www.emojipedia.org,v4.40.0
2513,http://www.abc.com,
2516,http://www.scotsman.com,v4.43.0
2522,http://www.dummies.com,v5.5.0
2540,http://www.thecut.com,v4.43.0
2545,http://www.bhaskar.com,v4.14.0
2553,http://www.gamesradar.com,
2563,http://www.woot.com,v5.8.0
2575,http://www.hgtv.com,v5.1.0
2580,http://www.rg.ru,v0.20.0-pre
2603,http://www.bolasport.com,v4.34.0
2615,http://www.yourdictionary.com,v4.43.3
2616,http://www.newrepublic.com,v4.4.0
2634,http://www.recode.net,v4.43.0
2639,http://www.vtv.vn,
2642,http://www.fantasypros.com,v4.42.0
2643,http://www.nme.com,
2647,http://www.squidoo.com,v4.43.4
2650,http://www.pagesix.com,v5.9.0
2651,http://www.habr.com,
2660,http://www.appleinsider.com,
2673,http://www.infoworld.com,
2678,http://www.donga.com,v4.42.1
2680,http://www.babycenter.com,
2710,http://www.womenshealthmag.com,v4.42.1
2712,http://www.17track.net,v4.39.0
2728,http://www.orlandosentinel.com,
2734,http://www.al.com,v4.43.0
2755,http://www.jsonline.com,v4.42.1
2761,http://www.u.gg,v5.8.0
2764,http://www.financialexpress.com,v4.24.0
2777,http://www.thekitchn.com,v4.31.0
2788,http://www.apartmenttherapy.com,v4.31.0
2790,http://www.dailystar.co.uk,
2808,http://www.mensjournal.com,v4.43.0
2816,http://www.zingnews.vn,v4.32.0
2817,http://www.nocookie.net,
2828,http://www.detroitnews.com,v4.42.1
2846,http://www.timeshighereducation.com,
2857,http://www.excite.co.jp,v2.37.0
2865,http://www.bhg.com,v5.12.0
2882,http://www.gridoto.com,v4.17.0
2902,http://www.realsimple.com,v5.12.0
2919,http://www.unilad.co.uk,v4.43.0
2932,http://www.haberturk.com,v3.24.0
2946,http://www.chip.de,v4.43.4
2947,http://www.manchestereveningnews.co.uk,
2950,http://www.allmusic.com,
2953,http://www.punchng.com,v4.31.0-pre
2954,http://www.glamour.com,v5.10.0
2962,http://www.creativebloq.com,
2974,http://www.networkworld.com,
2981,http://www.marvel.com,v4.40.0
3004,http://www.geekwire.com,v5.8.0
3005,http://www.kompas.tv,v5.7.0
3006,http://www.kinja.com,
3008,http://www.iz.ru,v4.41.0
3033,http://www.sportingnews.com,v4.43.0
3035,http://www.realclearpolitics.com,v4.1.0-pre
3036,http://www.thewrap.com,v5.10.0
3065,http://www.eklablog.com,v4.33.0
3070,http://www.kitco.com,v5.12.0
3072,http://www.foodandwine.com,v5.12.0
3074,http://www.active.com,v2.44.7
3082,http://www.theweek.com,
3095,http://www.financialpost.com,
3124,http://www.architecturaldigest.com,v5.10.0
3131,http://www.legit.ng,v5.10.0-pre
3144,http://www.gazzetta.it,
3153,http://www.jalopnik.com,v4.39.0
3156,http://www.parents.com,v5.12.0
3157,http://www.dailydot.com,v5.8.0
3160,http://www.cntraveler.com,v5.10.0
3178,http://www.nexusmods.com,v4.43.4
3187,http://www.canalblog.com,v4.17.0
3189,http://www.stltoday.com,v4.43.0
3190,http://www.redgifs.com,
3192,http://www.androidauthority.com,
3202,http://www.lesechos.fr,
3203,http://www.reviewjournal.com,v4.11.0
3207,http://www.letterboxd.com,
3208,http://www.kansascity.com,
3214,http://www.terra.com.br,v4.42.1
3220,http://www.ranker.com,v4.42.1
3238,http://www.extremetech.com,v1.28.0-pre
3268,http://www.dailykos.com,v4.35.0
3269,http://www.bangkokpost.com,v1.10.0
3273,http://www.canada.com,
3281,http://www.epicurious.com,v5.10.0
3292,http://www.politifact.com,
3299,http://www.kino-teatr.ru,v4.41.0
3303,http://www.20minutos.es,v4.43.0
3317,http://www.bonappetit.com,v5.10.0
3324,http://www.sport.es,
3327,http://www.mydramalist.com,v4.43.4
3331,http://www.thinkprogress.org,v4.43.2
3335,http://www.collinsdictionary.com,v5.8.0
3346,http://www.jugantor.com,
3361,http://www.law.com,v4.37.0
3388,http://www.heraldnet.com,
3393,http://www.urdupoint.com,v4.27.0
3407,http://www.sltrib.com,
3442,http://www.avclub.com,v4.39.0
3460,http://www.macworld.com,
3495,http://www.24h.com.vn,v4.12.0
3498,http://www.thespruceeats.com,v4.29.0
3503,http://www.247sports.com,v5.5.0
3506,http://www.allocine.fr,v4.43.0
3516,http://www.dailyrecord.co.uk,
3520,http://www.syfy.com,
3523,http://www.delish.com,v4.42.1
3524,http://www.milenio.com,v3.7.1
3532,http://www.teenvogue.com,v5.10.0
3554,http://www.vancouversun.com,
3610,http://www.wartaekonomi.co.id,v4.43.3
3611,http://www.ig.com.br,v4.28.0
3618,http://www.comicbook.com,v4.26.0
3637,http://www.tenki.jp,v4.37.0